id,text,category,binary_label,severity,language,source
1084,People say your idea was copied online.,rumor_mockery,1,high,en,synthetic_template_v1
1085,really you do not belong in this chat today,exclusion,1,medium,en,synthetic_template_v1
1086,honestly everyone heard that you ruined the message every time,rumor_mockery,1,high,en,synthetic_template_v1
1087,your idea is interesting every time,normal,0,none,en,synthetic_template_v1
1088,seriously you always fail at basic tasks right now,academic_attack,1,medium,en,synthetic_template_v1
1089,seriously everyone knows you lied about the research right now,rumor_mockery,1,high,en,synthetic_template_v1
1090,honestly i really liked your opinion,normal,0,none,en,synthetic_template_v1
1091,Really you always give terrible answers today.,insult,1,medium,en,synthetic_template_v1
1092,Seriously this is the most terrible answer here today.,insult,1,medium,en,synthetic_template_v1
1093,everyone can see how poor your presentation is every time,humiliation,1,high,en,synthetic_template_v1
1094,again your effort on this assignment is appreciated right now,normal,0,none,en,synthetic_template_v1
1095,seriously we will keep reporting every comment you post today,harassment,1,high,en,synthetic_template_v1
1096,honestly we will keep reporting every project you post online,harassment,1,high,en,synthetic_template_v1
1097,your report is a joke to everyone,humiliation,1,high,en,synthetic_template_v1
1098,really please share your message when you are free right now,normal,0,none,en,synthetic_template_v1
1099,really everyone heard that you ruined the report right now,rumor_mockery,1,high,en,synthetic_template_v1
1100,Honestly show us another one of your failures right now!,provocation,1,medium,en,synthetic_template_v1
1101,Honestly your profile picture looks ridiculous in this group!,appearance_attack,1,high,en,synthetic_template_v1
1102,seriously everyone heard that you ruined the opinion,rumor_mockery,1,high,en,synthetic_template_v1
1103,get lost you worthless,general_abuse,1,medium,en,synthetic_template_v1
1104,listen your report makes no sense at all every time,insult,1,medium,en,synthetic_template_v1
1105,again your posts are absolute trash today,general_abuse,1,medium,en,synthetic_template_v1
1106,Listen well done and keep learning.,normal,0,none,en,synthetic_template_v1
1107,i really liked your comment every time,normal,0,none,en,synthetic_template_v1
1108,listen thank you for your well prepared drawing every time,normal,0,none,en,synthetic_template_v1
1109,seriously thank you for your thoughtful code in this group,normal,0,none,en,synthetic_template_v1
1110,your profile picture looks pathetic every time,appearance_attack,1,high,en,synthetic_template_v1
1111,i disagree with your post but i respect your view right now,normal,0,none,en,synthetic_template_v1
1112,really we will keep reporting every presentation you post right now,harassment,1,high,en,synthetic_template_v1
1113,honestly everyone heard that you ruined the comment online,rumor_mockery,1,high,en,synthetic_template_v1
1114,seriously your profile picture looks hopeless in this group,appearance_attack,1,high,en,synthetic_template_v1
1115,Seriously please share your research when you are free every time.,normal,0,none,en,synthetic_template_v1
1116,really your opinion is completely terrible every time,insult,1,medium,en,synthetic_template_v1
1117,Again your presentation makes no sense at all today.,insult,1,medium,en,synthetic_template_v1
1118,really i really liked your answer today,normal,0,none,en,synthetic_template_v1
1119,seriously you always make a fool of yourself online today,humiliation,1,high,en,synthetic_template_v1
1120,listen this code made you look ridiculous online,humiliation,1,high,en,synthetic_template_v1
1121,again you look unpleasant in every picture every time,appearance_attack,1,high,en,synthetic_template_v1
1122,honestly you will never complete this research correctly online,academic_attack,1,medium,en,synthetic_template_v1
1123,really you are a joke online,general_abuse,1,medium,en,synthetic_template_v1
1124,Listen post another poor comment for us to mock every time,provocation,1,medium,en,synthetic_template_v1
1125,Listen i really liked your report!,normal,0,none,en,synthetic_template_v1
1126,really you always make a fool of yourself online in this group,humiliation,1,high,en,synthetic_template_v1
1127,everyone can see how embarrassing your comment is every time,humiliation,1,high,en,synthetic_template_v1
1128,Seriously you are too ridiculous to understand this idea online.,academic_attack,1,medium,en,synthetic_template_v1
1129,honestly you will never complete this post correctly online,academic_attack,1,medium,en,synthetic_template_v1
1130,again shut up and stop being so foolish in this group,general_abuse,1,medium,en,synthetic_template_v1
1131,Listen you will never complete this opinion correctly every time!,academic_attack,1,medium,en,synthetic_template_v1
1132,really people will remember this embarrassing drawing in this group,humiliation,1,high,en,synthetic_template_v1
1133,again people say your idea was copied online,rumor_mockery,1,high,en,synthetic_template_v1
1134,Seriously you are so pathetic in this group,insult,1,medium,en,synthetic_template_v1
1135,honestly people say your message was copied every time,rumor_mockery,1,high,en,synthetic_template_v1
1136,honestly your effort on this project is appreciated right now,normal,0,none,en,synthetic_template_v1
1137,Listen your appearance looks embarrassing in that photo today!,appearance_attack,1,high,en,synthetic_template_v1
1138,you are completely useless,general_abuse,1,medium,en,synthetic_template_v1
1139,honestly your message is a joke to everyone today,humiliation,1,high,en,synthetic_template_v1
1140,You look ridiculous in every picture in this group.,appearance_attack,1,high,en,synthetic_template_v1
1141,listen your style looks terrible online,appearance_attack,1,high,en,synthetic_template_v1
1142,really your style looks embarrassing in this group,appearance_attack,1,high,en,synthetic_template_v1
1143,seriously the group keeps mocking what happened to you,rumor_mockery,1,high,en,synthetic_template_v1
1144,listen get lost you incompetent,general_abuse,1,medium,en,synthetic_template_v1
1145,really this research made you look ridiculous online,humiliation,1,high,en,synthetic_template_v1
1146,Seriously everyone knows you lied about the opinion right now,rumor_mockery,1,high,en,synthetic_template_v1
1147,honestly stay out of our online group in this group,exclusion,1,medium,en,synthetic_template_v1
1148,honestly your code is the worst in the class right now,academic_attack,1,medium,en,synthetic_template_v1
1149,everyone can see how pathetic your presentation is every time,humiliation,1,high,en,synthetic_template_v1
1150,honestly stop posting such hopeless things right now,insult,1,medium,en,synthetic_template_v1
1151,Listen post another embarrassing research for us to mock every time.,provocation,1,medium,en,synthetic_template_v1
1152,really nobody cares about your presentation every time,general_abuse,1,medium,en,synthetic_template_v1
1153,seriously everyone heard that you ruined the opinion every time,rumor_mockery,1,high,en,synthetic_template_v1
1154,honestly let us improve the research together every time,normal,0,none,en,synthetic_template_v1
1155,this answer was useful and interesting right now,normal,0,none,en,synthetic_template_v1
1156,honestly your opinion is worthless every time,general_abuse,1,medium,en,synthetic_template_v1
1157,really this is the most terrible project here online,insult,1,medium,en,synthetic_template_v1
1158,really your appearance looks hopeless in that photo,appearance_attack,1,high,en,synthetic_template_v1
1159,You are too incompetent to understand this code in this group!,academic_attack,1,medium,en,synthetic_template_v1
1160,again the group keeps mocking what happened to you,rumor_mockery,1,high,en,synthetic_template_v1
1161,honestly let us improve the assignment together right now,normal,0,none,en,synthetic_template_v1
1162,really nobody should work with you on the design every time,exclusion,1,medium,en,synthetic_template_v1
